0 2.506040e-01 2.498040e-01 2.498000e-01 2.497920e-01
1 4.627040e-01 6.112320e-01 6.109040e-01 6.098320e-01
2 6.540320e-01 9.827000e-01 9.797680e-01 9.812480e-01
3 8.289640e-01 1.360176e+00 1.355096e+00 1.362616e+00
4 9.923600e-01 1.742576e+00 1.739020e+00 1.746492e+00
5 1.145524e+00 2.128352e+00 2.127484e+00 2.134052e+00
6 1.293136e+00 2.516636e+00 2.517280e+00 2.525848e+00
7 1.435384e+00 2.908508e+00 2.907424e+00 2.919708e+00
8 1.574120e+00 3.301384e+00 3.300844e+00 3.317112e+00
9 1.708260e+00 3.695312e+00 3.696916e+00 3.716752e+00
10 1.840772e+00 4.090336e+00 4.094412e+00 4.114912e+00
11 1.972536e+00 4.487808e+00 4.492224e+00 4.513316e+00
12 2.103084e+00 4.884228e+00 4.889096e+00 4.912644e+00
13 2.232292e+00 5.282804e+00 5.285888e+00 5.312544e+00
14 2.361264e+00 5.680936e+00 5.683920e+00 5.712928e+00
15 2.490004e+00 6.077352e+00 6.082952e+00 6.115296e+00
16 2.618144e+00 6.475076e+00 6.480036e+00 6.519168e+00
17 2.746376e+00 6.871752e+00 6.877320e+00 6.922428e+00
18 2.873620e+00 7.266976e+00 7.276284e+00 7.325392e+00
19 3.000504e+00 7.662052e+00 7.676908e+00 7.728252e+00
20 3.127192e+00 8.057424e+00 8.075584e+00 8.133196e+00
21 3.252940e+00 8.455704e+00 8.474064e+00 8.535180e+00
22 3.378784e+00 8.851616e+00 8.874320e+00 8.940008e+00
23 3.505836e+00 9.249116e+00 9.273704e+00 9.342000e+00
24 3.631884e+00 9.644644e+00 9.676544e+00 9.743604e+00
25 3.757540e+00 1.004202e+01 1.007684e+01 1.014744e+01
26 3.883040e+00 1.043933e+01 1.047779e+01 1.054987e+01
27 4.006964e+00 1.083653e+01 1.087843e+01 1.095384e+01
28 4.131956e+00 1.123086e+01 1.127990e+01 1.135828e+01
29 4.256364e+00 1.162848e+01 1.168026e+01 1.176136e+01
30 4.380180e+00 1.202480e+01 1.208217e+01 1.216512e+01
31 4.503968e+00 1.242199e+01 1.248396e+01 1.257040e+01
32 4.629688e+00 1.281893e+01 1.288570e+01 1.297408e+01
33 4.754668e+00 1.321410e+01 1.328666e+01 1.337726e+01
34 4.879188e+00 1.360957e+01 1.369038e+01 1.378060e+01
35 5.004204e+00 1.400802e+01 1.409378e+01 1.418030e+01
36 5.129064e+00 1.440545e+01 1.449754e+01 1.458123e+01
37 5.255572e+00 1.480242e+01 1.489886e+01 1.498306e+01
38 5.382552e+00 1.519974e+01 1.530068e+01 1.538456e+01
39 5.508128e+00 1.559800e+01 1.570262e+01 1.578750e+01
40 5.632596e+00 1.599490e+01 1.610568e+01 1.618887e+01
41 5.757320e+00 1.639200e+01 1.651010e+01 1.658952e+01
42 5.879724e+00 1.679034e+01 1.691461e+01 1.699057e+01
43 6.002576e+00 1.718867e+01 1.732160e+01 1.738930e+01
44 6.125568e+00 1.758959e+01 1.772430e+01 1.778940e+01
45 6.247828e+00 1.798870e+01 1.812832e+01 1.819026e+01
46 6.370040e+00 1.838835e+01 1.853332e+01 1.859009e+01
47 6.493016e+00 1.878745e+01 1.893878e+01 1.899058e+01
48 6.615392e+00 1.918579e+01 1.934296e+01 1.939342e+01
